Team,Rotation,Serve Loc,Speed,Pass Loc,Passer #,PassRTG,OH Path,MH Path,RS Path,Setter #,Setter zone,Set,Hitter #,Hit To,Result,Speed,FBWL
ISUB,3,c,o,5,19,1,4,1,5,15,2,4,19,5,a, + ,
ISUB,3,c,o,5,19,2,4,1,5,12,3,4,19,t1,a,-,
ISUB,4,a,o,6,19,3,4,1,5,2,3,1,18,5,ba, + ,
ISUB,4,a,o,6,8,1,4,1,5,2,6,4,19,5,ba,o,
ISUB,4,a,o,5,10,2,4,1,5,2,3,4,19,6,a, + ,
ISUB,4,a,o,6,19,1,4,1,5,13,4,19,bra,1,e,o,l
ISUB,4,a,o,6,8,0,,,,,,,,,,,l
ISUB,4,a,o,1,19,3,5,1,4,5,2,4,13,5,bk, + ,w
ISUB,4,a,o,6,8,3,5,1,4,4,3,4,13,1,e, + ,l
ISUB,4,a,o,5,10,3,5,1,4,2,3,5,19,5,ne, + ,l
ISUB,4,a,o,6,8,0,,,,,,,,,,,l
ISUB,4,a,o,5,19,3,5,1,4,2,3,4,13,5,k, + ,w
ISUB,4,a,o,6,16,3,4,1,5,2,3,5,13,t4,a,-,
ISUB,4,a,o,6,8,3,4,1,5,4,3,4,19,6,k, + ,w
ISUB,5,c,o,1,21,1,4,b,5,2,3,4,10,5,a, + ,
ISUB,5,c,o,1,21,3,4,3,5,2,3,3,18,6,k, + ,w
ISUB,5,c,o,1,21,3,4,1,5,2,3,5,13,1,k, + ,w
ISUB,5,c,o,6,8,3,4,1,5,2,3,4,10,1,a, + ,
ISUB,5,c,o,6,8,1,4,1,5,2,3,4,10,6,a,o,
ISUB,5,c,o,6,8,2,4,b,5,2,3,b,18,1,a, + ,
ISUB,5,c,o,6,8,3,4,1,5,2,3,4,10,5,k, + ,w
ISUB,5,c,o,6,8,3,4,1,5,2,3,5,13,1,a, + ,
ISUB,5,c,o,5,10,3,4,1,5,2,3,5,13,6,e,o,l
ISUB,6,a,o,6,21,3,4,1,5,2,3,5,13,1,a, + ,
ISUB,6,a,o,6,21,2,4,1,5,2,3,4,10,1,k, + ,w
ISUB,6,a,o,6,21,3,4,3,5,2,3,5,13,1,a,o,
ISUB,6,a,o,6,21,1,4,3,5,2,3,4,10,r3,k,-,w
ISUB,6,a,o,6,8,3,4,c,1,2,3,1,13,t5,a,-,
ISUB,6,a,o,6,8,3,4,1,5,2,3,5,13,5,k, + ,w
ISUB,6,a,o,6,8,3,4,1,5,2,3,5,13,6,k,o,w
